textID,selected_text,sentiment,positive,negative,neutral
35d95a6bfa,dark berry mocha frapp heaven try everyone let pass,positive,1,0,0
44fde8409c,bad,negative,0,1,0
812c63bc33,loved,positive,1,0,0
7daac1313d,uber sick mix,negative,0,1,0
0fcb5f9931,saddest mo,negative,0,1,0
f7f6d017b7,thank,positive,1,0,0
a610d6b25b,didnt like,negative,0,1,0
03283f7566,miss chatting,negative,0,1,0
af22813e51,im still waiting recontinue breathless scent lol,neutral,0,0,1
4c3ff92525,miss,negative,0,1,0
f239f1daf6,link sent tax relief web page,neutral,0,0,1
aa531ffed0,got back saw yr tweet 730pm monday mayday public holiday,neutral,0,0,1
3a2a8b9a4a,im sorry,negative,0,1,0
943aea9981,4 im hungry,neutral,0,0,1
6a6681e10c,cant decide wht wanna rest dayi think may go bk 2 sleep woe uugghh lol,neutral,0,0,1
bf1b3cbf17,final count bigger hair people,neutral,0,0,1
58cc3e2ff7,looking prettier im pretty sure code ugly,neutral,0,0,1
4e5a8e0e58,jennah u tell jay said good night plz im asking nicely,neutral,0,0,1
7a02ca882d,dads ask 22 year old sons drinking,neutral,0,0,1
0d39ba337b,miss,negative,0,1,0
8c83dbd5f2,intentionally mentioning,negative,0,1,0
d2754597c4,cant wait watch tonight show evening last one jay,neutral,0,0,1
a3bb089082,workworkwork,neutral,0,0,1
28a92363eb,accept cant anything,neutral,0,0,1
2d66998b10,thanks hug,positive,1,0,0
e5d7e79a19,short work week,neutral,0,0,1
a53c94f0a9,nooo busy ever srsly,positive,1,0,0
443f6d754f,lied,negative,0,1,0
0994c1fc15,missed,negative,0,1,0
f9c1f46fc1,heading relay belfast marathon,neutral,0,0,1
1186f403fd,cute mothers day strip,positive,1,0,0
f3b81c3a12,morning,neutral,0,0,1
3fb43f2203,needs new phone,neutral,0,0,1
e7f066d4ab,fun times,positive,1,0,0
4828f724e8,oh friends know youre retract last statement thennnnnnnn,neutral,0,0,1
6e4e32db82,im sosososo sad seeing cory lamb hours love kid,neutral,0,0,1
1d6fa7240f,sorry,negative,0,1,0
edffb44320,tatteddddd,neutral,0,0,1
76feb56ffd,degree moving dallas hours,neutral,0,0,1
8767661278,btw nathanfillion trying beat flight control score well maybe follow,neutral,0,0,1
897b21504b,lovely,positive,1,0,0
e5479bff15,think thats going didnt time scan photo shop stuff work,neutral,0,0,1
54bd2a795a,u mean ur tired u 2 go 2 work u got ur wii 2 work ur tired,neutral,0,0,1
7a60d63a34,flickr longer recognize email addresses,negative,0,1,0
146c02f681,isnt convinced,negative,0,1,0
aa7ae1333d,fun,positive,1,0,0
332de63bbc,unopened pack goat cheese starin face starving din til 6,neutral,0,0,1
d45b5ad722,good,positive,1,0,0
0bf0e16979,shes fussy,negative,0,1,0
341c3b1591,goodnight,positive,1,0,0
335402efad,good,positive,1,0,0
7e0ce415f6,happy,positive,1,0,0
6e580a9e43,e lovely,positive,1,0,0
7cce315c62,lets hope,positive,1,0,0
746cc07a68,shipwrecked weekend license wasnt suspended got cancelled cant take risk driving one lives near,negative,0,1,0
7c978f26e0,awesome,positive,1,0,0
93cc9e2e1d,officially kindergarten cop,neutral,0,0,1
5236d69815,blessed day,positive,1,0,0
6fd7193732,nothinbg home jump shower streets calling meeeeeeee 4 tonight tell,neutral,0,0,1
7785792609,wow,positive,1,0,0
e7dd0a8ceb,hate mondays love schedule hello digg reel,neutral,0,0,1
afcb4baed5,prob sold wanted see bday lo,neutral,0,0,1
f3b48f0f27,excited,positive,1,0,0
a70c8f9ccf,lucky girl,positive,1,0,0
ca6d035cfc,fyi ruin hollywood closed last friday closing night,neutral,0,0,1
4805c1b793,tonight last night apartment,neutral,0,0,1
d081503cff,excited,positive,1,0,0
9a76a62744,waiting picked aston morning,neutral,0,0,1
b5a8bbb329,right,neutral,0,0,1
514174445d,goodnight beautiful world sweet dreams olive juice,positive,1,0,0
4d717406ed,ahhh bank holiday slept late going dinner sisters whos real monica hahah im late il get cold dinner,neutral,0,0,1
23b009845d,sounds good,positive,1,0,0
ed152aee65,writing 100word newsbites,neutral,0,0,1
92e19f588b,phone issues,negative,0,1,0
1b9c6db26b,let,negative,0,1,0
ce0025d376,nd weir,negative,0,1,0
aefd7aebd6,wish u could go someday uu loove ya,positive,1,0,0
59e6f3eeff,hate,negative,0,1,0
a343a74b07,man hate church done though like way makes people feel good,neutral,0,0,1
a8a3b9384a,cool,positive,1,0,0
41af60f029,ahahaha happens time poor angela,negative,0,1,0
0070c22eae,wow great,positive,1,0,0
c5a99d76bc,sorry,negative,0,1,0
1de4055802,getting ready waiting cor picking josh movies dinner trailer perhaps baccck work tomorrow,neutral,0,0,1
93ac58f3c5,take lots pics really pretty lots palm trees,positive,1,0,0
a32c3e80ce,compliments,positive,1,0,0
9fb3a27a3a,r good,positive,1,0,0
5c850058a4,day planing work havent leave everything last minuet,neutral,0,0,1
c049aae1df,loved car high school,positive,1,0,0
e8c2e81ff2,im holding audrey mine ericas bean bag thing,neutral,0,0,1
adfbcc6806,one go,negative,0,1,0
c9ba6af3a4,go big plans thanks tonsils,negative,0,1,0
950eeead1d,appreciated yeah sure challenge great reward,positive,1,0,0
a30cb4a91b,omelets better made butter olive oil also doesnt like cooking spits napkin,neutral,0,0,1
cef1627082,awwww never noticed,neutral,0,0,1
3b092c1024,grandpa told feels useless said papa youre 80s makes happy somehow doubt helped,neutral,0,0,1
cfa79ad5e9,awesome,positive,1,0,0
fd68b6264e,unplugging rest day good one everybody,positive,1,0,0
11c3aa8182,weather back great shame wait delivery,neutral,0,0,1
c68863089e,london last night give hours im sure appear,neutral,0,0,1
f8fc5fe63c,aww happy mothers day,positive,1,0,0
a348aea018,napppinggg work 7 11,neutral,0,0,1
1d5a6fd0b9,michelleeeeeeeeeeeemybelleeeeeeeeeeeeeeeeee snif snif,neutral,0,0,1
911dde31da,c oh yeah point taken,neutral,0,0,1
ebf0d1be0c,phone acting crazy today missed tweeties updates fixed,neutral,0,0,1
2bd6726389,happy mothers day moms,positive,1,0,0
f03ab652b7,happy,positive,1,0,0
ab174bf51d,odd tried call mitchel musso dosent work,negative,0,1,0
35d06c1169,probably wasnt commandbet dont understand pay fantasy football either droids look,neutral,0,0,1
4b4af46cf7,im longer sophomore junior year bringing new things ill 247 hit check,neutral,0,0,1
7afd324b56,belly speaking need food,neutral,0,0,1
52cc790874,dont leave us whats,neutral,0,0,1
a59f106002,fun,positive,1,0,0
a9e2af48b4,awesome,positive,1,0,0
93dbc49383,happy,positive,1,0,0
86330a1846,fun,positive,1,0,0
322d489752,sad,negative,0,1,0
0412b51cb3,amazzzing,positive,1,0,0
354b074095,hey letter sent finally came back today ill stuff contents letter send tomorrow,neutral,0,0,1
9e79ecea42,sucks,negative,0,1,0
5203f4bb2c,wish,positive,1,0,0
01531ef92b,shoot voted somehow looked boo hiss forgive great weekend arik,neutral,0,0,1
1950e8ff99,nd goo,positive,1,0,0
dd020d7cc0,seperate yum together gross sounding,neutral,0,0,1
0cc16f71b1,bugs attacking laptop,negative,0,1,0
1fbc83a3c8,right ordered static ip set apologize,neutral,0,0,1
16908fb56c,thought mom year award nope tad bit selfish,neutral,0,0,1
82b79c93b2,sunny,negative,0,1,0
44d8af8858,hope,positive,1,0,0
9abcf3cb2c,sry,negative,0,1,0
d06b41fef3,happy moms daaay,positive,1,0,0
0bcf2dd6d1,silly,negative,0,1,0
e45432f590,mad,negative,0,1,0
1d2c43c7a9,full energy,positive,1,0,0
12864e516a,dreamt someone committed suicide w drip stand,neutral,0,0,1
b4d8e07ba3,dont want go home,negative,0,1,0
48ad683dd2,happy mothers day,positive,1,0,0
8a71d94642,yupstill havent packed,neutral,0,0,1
400008ab2d,yeh still weekend get weekends anyways today full last day vacation time,neutral,0,0,1
8f041fea93,im mad wasnt scarey,negative,0,1,0
22f06df70a,wis,positive,1,0,0
34b20a06ef,heheee hope get decently priced breakfast real quick david,positive,1,0,0
c795a94f0e,yes,neutral,0,0,1
15256adda7,im waiting get back nambu stopped working 1057,neutral,0,0,1
f8b32c4484,wish coming perth,neutral,0,0,1
6febbb89d7,tired tired tired think im getting sick,negative,0,1,0
6133ad49aa,honestly,positive,1,0,0
3708925bc2,problems,negative,0,1,0
82adc47e1b,kickass day,positive,1,0,0
70f47f81f0,oh anymore,neutral,0,0,1
753fdceff4,renee b fa real n shay toilet night shlda knwn sumthin ws whn didnt crd us 4 scorpian bwl,neutral,0,0,1
92a1d4137f,beach ashley,neutral,0,0,1
a49ab2fd9b,upshot want hunt uhh well wish yall best luck tweeps,neutral,0,0,1
4c9c34d336,definitely following ive following creator feature since 2005,neutral,0,0,1
58d00d3ae5,think juz missed last bus,negative,0,1,0
0b392fca62,drivers ed dance,neutral,0,0,1
5c6c7b416e,ah wait go get us cos moms tires nonlong distance till buy new ones,neutral,0,0,1
523d648da7,fo sho im,neutral,0,0,1
49949881ed,thanks,positive,1,0,0
3d02e5d22e,head hurts air freshner horriblel scent ever im super grossed,negative,0,1,0
6ed9b29ac2,cant get sound work dvd going watch mary poppins,neutral,0,0,1
37e1fe8e28,never got,negative,0,1,0
a03f2cc70a,usually creative mothers day lately feeling creative ok good night uh morning,neutral,0,0,1
379f3eb40c,alrightits okashley tisdale,neutral,0,0,1
c5ab886df0,daaammmnnnnn wish,negative,0,1,0
aa1f476226,hope fun,positive,1,0,0
94495f1901,happy,positive,1,0,0
c336b00b07,happy,positive,1,0,0
ec2ff2e6ae,prefer overcast days sorry hot,neutral,0,0,1
6ceea9579a,school last day high school ever ever ever,neutral,0,0,1
3ad70c4b35,im slightly dont feel like today much,neutral,0,0,1
d307874770,cnn subscription google reader couldnt help repost,neutral,0,0,1
379a5f7040,efteling great nice time family dinner,positive,1,0,0
49360765cf,thank make sure u read groups description better understand project,positive,1,0,0
3f74b6a935,good morning ladies gents going awesome day even though weather terrible,neutral,0,0,1
8a17af85f3,made little cover iphone birds arent upside back http,neutral,0,0,1
fbc55b9c11,beginning may worst recession,negative,0,1,0
ffe0dfb123,happy,positive,1,0,0
406925b67c,cuckoo back years model starts chirping 11 instead 4,neutral,0,0,1
df197ed8b8,thanks,positive,1,0,0
14a7689905,happy mothers day,positive,1,0,0
5bfaff428f,hey ive updated twitter,neutral,0,0,1
e1794129e9,im needing girls night wearing sweats watching movies eating chocolate talking boys,neutral,0,0,1
e5b3486ba2,wow,positive,1,0,0
e5f9eb06bc,dont frown lil aussie still love muah,positive,1,0,0
e17b606c9c,whoishonorsociety never wear pajama pants school,neutral,0,0,1
ca89ab9431,gotta church ten camera meeting finally lol,neutral,0,0,1
3949b72541,hate,negative,0,1,0
a916639e42,really want see,positive,1,0,0
436e98f579,help represent high profile actors tvfilmtheatre careers get free tix jersey boys,neutral,0,0,1
42316267dc,please play movie,neutral,0,0,1
e283379cad,hates net,negative,0,1,0
cbbb741406,stuck,negative,0,1,0
ac2ec1e085,hope better weekend,positive,1,0,0
0d18bb5113,wants welcome,positive,1,0,0
a0475aee7f,itchy,negative,0,1,0
86759f8798,thanks,positive,1,0,0
d98d7164a6,security audit,neutral,0,0,1
9a34fcae9a,congrats,positive,1,0,0
e2d82b16c7,theyre mama always bake late get worried mixer gonna bother people,negative,0,1,0
b8ee0fda14,good,positive,1,0,0
3ebd0a6f97,woman didnt know came home suck going back,negative,0,1,0
0042cd7180,someone chemics,neutral,0,0,1
14fc4a0f75,thanks,positive,1,0,0
acb5c83905,awesome,positive,1,0,0
6e5b984f46,really hard,negative,0,1,0
d167bfe246,losing weight check pic,neutral,0,0,1
0a2c769873,robbed,negative,0,1,0
ba9eb6a4f4,please vote husband jorge star game cant vote anymore,neutral,0,0,1
57eeab2353,miss,negative,0,1,0
4dd07010b9,love mommy,positive,1,0,0
a518a3fce5,landon announces big poopy coming every time im waiting yell store first time,neutral,0,0,1
f9f759c7bc,still miss satan,negative,0,1,0
58b8194458,yayyyyyyy,positive,1,0,0
6e61e08370,oo ok opened twitterfon said reply like lauren conrad andswere haha,neutral,0,0,1
32f89da99e,hope dont get let,positive,1,0,0
b56024023c,hard time,negative,0,1,0
14daac94ac,turn still go 100 aero free,neutral,0,0,1
47fc719676,thought funny,negative,0,1,0
7c08c38000,thanks viewing,positive,1,0,0
2e8f9e9df6,aw well im glad hear youre okay try hot bath cup tea maybe calm worry,neutral,0,0,1
47c28eec84,happy,negative,0,1,0
04b056be83,funny n almost right,positive,1,0,0
5377b79946,uploaded random fandom trailer youtube check also hd,neutral,0,0,1
2469ef546d,delicious,positive,1,0,0
2e8fc2abd4,account local comic store ran 4k one time,neutral,0,0,1
8e837418dd,love,positive,1,0,0
db7d78a282,awesome,positive,1,0,0
111cdd4494,u gonna come show minnesota love though hun,positive,1,0,0
0ec41af1ff,painting room,neutral,0,0,1
6fea8f470b,borin,negative,0,1,0
687aee2f7e,investigated whether could change username ermintrude someones already nabbed,neutral,0,0,1
649691cdf7,going see star trek tomorrow night time full imax glory hope motion sickness doesnt get better,neutral,0,0,1
b9de5cce2d,monday doesnt bother,positive,1,0,0
c94d2a937e,love,positive,1,0,0
3d9c95870d,guess cant accept meill keep movin,neutral,0,0,1
cdeaa93be4,sucks,negative,0,1,0
8b31247f45,haha,positive,1,0,0
d2d55db5e0,im ill hate,negative,0,1,0
61942aeba7,theres really cute cut,positive,1,0,0
52618a6457,h guilt,negative,0,1,0
7ad5f14988,tinkn people street ny waiting 4 friday crazy brooke,neutral,0,0,1
1a09cbe62d,hope,positive,1,0,0
4f65e49c6e,hurts,negative,0,1,0
8e7f30583a,yao rest season nooostaying home saturday nightshockgot phone fixed,negative,0,1,0
cca4afb136,awww thats nice,positive,1,0,0
d6ab7051a7,love,positive,1,0,0
1e735f7380,hurtin,negative,0,1,0
5af3be7c3f,hope great time,positive,1,0,0
efad30ddc7,loads still using snail mail,negative,0,1,0
3139ac78db,first day new job bought new clothes already 40 employee discount,neutral,0,0,1
1e26582e4d,must different poetry get catullus ovid extract aeneid,neutral,0,0,1
b4f735a7a7,easy place access taskbased ux something ive thinking id like hear criticisms,neutral,0,0,1
279f439b0f,would sleep good rice lmao,positive,1,0,0
40e99732e1,haaaate,negative,0,1,0
de445332cb,got new dog,neutral,0,0,1
a15bd06ed8,know youre old party like rockstar whenyou realize one else claps dance,neutral,0,0,1
bbbe6803f7,bored,negative,0,1,0
5c8923261d,think come home,neutral,0,0,1
9238f02de8,sorry,negative,0,1,0
a336472bb3,feel unloved,negative,0,1,0
67aeb1fa33,gf interview week,neutral,0,0,1
3977998aa5,last 3 days schoolim sad happy anxious,neutral,0,0,1
448813cc8f,feel like,negative,0,1,0
81dd91bf6d,ok babe gotta go back work tweet later,neutral,0,0,1
ebf0770afc,everything cool wish boy able talk,positive,1,0,0
167fb8ca91,thank,positive,1,0,0
fcb85bf4a0,myyearbook myspace messenger,neutral,0,0,1
e860bdc5ef,dancing alright,positive,1,0,0
52a7198645,fun,positive,1,0,0
c1957883ed,attics eden today,neutral,0,0,1
378cd690c7,duckraces bath dont quite work especially ducks,negative,0,1,0
11fe381c8a,send along lady,neutral,0,0,1
917ebb327b,clumsy lately,negative,0,1,0
386a9d352e,people missing point instead loosing followers hes gaining 50 new ppl 6 hours,neutral,0,0,1
ad3c4edeaf,trying fix background,neutral,0,0,1
98949b1fd7,sad miss babies,negative,0,1,0
e9910ba2e1,got insurance forms polo feel bit done though,neutral,0,0,1
346bce581f,hi mary poppins,neutral,0,0,1
a9610660fb,legs still hurting little,negative,0,1,0
750bc1bdd1,good time,positive,1,0,0
6eef9402ec,body decided wanted sick,negative,0,1,0
c2b3e9e9af,get clogging shoes,neutral,0,0,1
cbf6c83aec,glorious day glasgow change im working much even contemplate knocking early,neutral,0,0,1
ae02c0e0b1,good friends,positive,1,0,0
40af425098,free da,positive,1,0,0
b866aecd19,fair,negative,0,1,0
323d98cde7,many boys lacking,negative,0,1,0
1dfb00b4c3,fun,positive,1,0,0
ebc1e3bcb6,right,positive,1,0,0
fa6c21ce22,l special,positive,1,0,0
e5d31d8d38,grea,positive,1,0,0
d6528f1f21,great song,positive,1,0,0
e472fafe81,well nothing give pen,neutral,0,0,1
757f4f2ccf,awww wanted see greg,neutral,0,0,1
295b313e7e,im sorry hate kinda times,negative,0,1,0
56535db7e9,im bummed,negative,0,1,0
5db6024b06,ikr,neutral,0,0,1
b0379fdd05,making treck lafayette batonrouge solo,neutral,0,0,1
9c2c176eaf,atl morning back clemson,neutral,0,0,1
f86533eda4,nvr wanted may come end,positive,1,0,0
ada6e0bfeb,lucky gorgeous wife,positive,1,0,0
b79ebb8e91,everybody sick,negative,0,1,0
3b921ccd0b,im sorry,negative,0,1,0
80658546a9,plurk account,neutral,0,0,1
1bdc0198c2,brand new bo,positive,1,0,0
9bce9d9178,take pic,neutral,0,0,1
3792c7b13e,youll miss,negative,0,1,0
935aa9d3e4,happy,positive,1,0,0
63ba98945b,75 cents u buy share gm stock probably 50 cents tomorrow,neutral,0,0,1
adf6b0cfe3,looking forward,negative,0,1,0
9f0e891802,never thought falling love cause much pain good thing im phase,neutral,0,0,1
303f835cb7,stupid,negative,0,1,0
774ab03f35,im getting better pain though want give poor liver break,neutral,0,0,1
08e64c5400,upset,negative,0,1,0
61c26f57a8,gave big mention godtalk radio show last nightlast segment first hour podcast format avail soon,neutral,0,0,1
1a709deb79,believe,positive,1,0,0
60fc91095e,good morning everyone happy mothers day mothers hope,positive,1,0,0
9dbfe27340,samberg timberlake collaboration box,neutral,0,0,1
a1aa48d71a,8 oral left learn oh welllll least dont write,neutral,0,0,1
fcf1635aef,cool,positive,1,0,0
d106e7a5f5,annoyed missed mitch benn,negative,0,1,0
3af30aa0a6,chillin havin drink,neutral,0,0,1
b0212fbe33,oh wanna buy girl drew seeley im allowed im talking itunes store,neutral,0,0,1
abe4a36ce0,im really gonna mess uuuup,negative,0,1,0
3ef15664b9,ahhh,negative,0,1,0
c977126a61,hate happens exciting though,neutral,0,0,1
74823162be,thanks,positive,1,0,0
d86eaa0487,brody dare u,negative,0,1,0
2931511253,getting ready long weekend workfriday saturday sunday,neutral,0,0,1
6548ec2f3b,selfishness,negative,0,1,0
47753d6abc,everytime send email coach feel need practice balls lo,neutral,0,0,1
c54fafc423,coming wedding want friends right sug,neutral,0,0,1
b867858e93,fun,negative,0,1,0
fc247a6615,9100 tweetsjust living rockstar life one tweet time,neutral,0,0,1
daa69a6eb3,norwood house party haaaaaa yaaaaaaay smiles,positive,1,0,0
29d44e239d,3 shots espresso aaaaandnothin,neutral,0,0,1
9540dad916,hope ceramic crown doesnt shatter time later,positive,1,0,0
07fd0f3a7b,happy,positive,1,0,0
d371c733a5,makes sense,positive,1,0,0
df398a774e,ave,positive,1,0,0
0bbad7caec,hmm ok next time see il get explain whole process haha,neutral,0,0,1
3197c989b5,happy anniversary,positive,1,0,0
c52be6b552,cart path,neutral,0,0,1
f4e5e417d7,devastated,negative,0,1,0
2a806d99bc,noticed hallway worries bbqim hoping come,neutral,0,0,1
eeb25afc24,love,positive,1,0,0
afc9efbead,neat,positive,1,0,0
984a1a9fac,thank,positive,1,0,0
647f0fd7b2,enjoying,positive,1,0,0
4d3106da1b,haha yall really hurry announce australian tour dates 3 freaking months,neutral,0,0,1
d2a221697e,clea,positive,1,0,0
f4bb26f39d,paid go think voting vote counts,neutral,0,0,1
e1909ed49f,dã£â¯ã¢â¿ã¢â½jã£â¯ã¢â¿ã¢â½ vu changing gq outfit,neutral,0,0,1
59e7f40758,excited,positive,1,0,0
eefc505b2b,selfportrait week would like join,neutral,0,0,1
8102133108,love,positive,1,0,0
99f22ca509,letting read,neutral,0,0,1
bd229715c7,lame,negative,0,1,0
8de5a13ea2,wonderful people life think handle small doses 1 cud every hour everyday,neutral,0,0,1
77e645b46c,hopefully,positive,1,0,0
00efeec9d3,thought summer hours meant supposed get go home 4,neutral,0,0,1
3b474db526,thanx 4 da messages,positive,1,0,0
4105fed8e2,heart aches children,negative,0,1,0
728e9b67c8,typical,negative,0,1,0
71da70bbde,100 jealous wish,neutral,0,0,1
ece42636bb,rofl,positive,1,0,0
5613ccc7db,im brooklyn im suppose sleep inill call ladybug602,neutral,0,0,1
aa549b978a,thanks,positive,1,0,0
ec895c12a3,goooooood,positive,1,0,0
d5fb1e0457,chino gentleman jack pouting mommy gone dinner,neutral,0,0,1
486ea3eb82,toy story 3 june 2010 cant wait long,neutral,0,0,1
a336a7412c,funny,positive,1,0,0
cb7fdff235,decent australian guys hard findtrust youre better american one,neutral,0,0,1
6170a713ee,good,positive,1,0,0
591381367,lovec,positive,1,0,0
1044b062d0,thanks,positive,1,0,0
33e77aafa6,better,positive,1,0,0
428d32dc76,feet really hurting thought,negative,0,1,0
76edbec34b,wish,positive,1,0,0
d61920978e,feeling fab today missing boo,neutral,0,0,1
a5882c9098,beautiful,positive,1,0,0
277684b518,sucks,negative,0,1,0
0f59e9ab8a,rubbish,negative,0,1,0
e76865ce1f,nice,positive,1,0,0
48135ccef9,sick,negative,0,1,0
b45c94b07c,nice,positive,1,0,0
1f80ba76e2,haha tripped talking harvard read aussie automatically came idiot,negative,0,1,0
d2b0f9c3f1,hope get job cuz need apartment im drunk miss lil punkin tehe,neutral,0,0,1
8aab9d8a17,think like 1million degrees 3,neutral,0,0,1
08b256927c,thanks,positive,1,0,0
00e62368f5,ordered cuuutest invitations new nieceã£â¯ã¢â¿ã¢â½s christening arrived back sa sorry wont make,neutral,0,0,1
110c205eea,127 lol remember car accident,neutral,0,0,1
548556fb49,dont know im goin sleep,neutral,0,0,1
047a34a527,difficult upkeep,negative,0,1,0
a7742bc5fa,shopping,neutral,0,0,1
d7260aaf20,things mean world,neutral,0,0,1
0e0fdad9a6,hopefully,positive,1,0,0
135adbcd50,im little hungry nice bowl spicy lentil soup fill gap,neutral,0,0,1
42bfc2c86f,disappointed,negative,0,1,0
6bba94d225,great show,positive,1,0,0
d276e14f2d,need hug gotta find another place live new job,neutral,0,0,1
f8df13b212,forgot old twitter account please follow itsjeff stop account sooni prefer address doesnt age,neutral,0,0,1
ccb5130fed,thank,positive,1,0,0
acb838c3b4,enjoy,positive,1,0,0
7eb2296995,cramping,negative,0,1,0
65257c7fce,im list,neutral,0,0,1
eccb78e4ad,sorry,negative,0,1,0
331dce499e,12 man texting telling wants come overi say im tiredlolda punk says hell bring redbull kfc,neutral,0,0,1
3f9eb8fe99,ahhahahaha ariyan want listen used bandwidth downloading hamish andy podcas,neutral,0,0,1
efbce33d51,foot think let since international twitter haha,neutral,0,0,1
d12199cfb8,holed quite nicely hours one times regret never married gotten cat,neutral,0,0,1
185a9be434,im relying mobile lacks reception trying help looking silly,negative,0,1,0
e7ad32a4fc,watching baby mamaagain eating pineapple orange raspberry sherbert,neutral,0,0,1
c69e9c64d2,sad,negative,0,1,0
6c385f080b,darn,negative,0,1,0
16bfb00045,lots decisions makei need assistantcooknannychauffer lol lol 4 real,neutral,0,0,1
55080b2b42,awwwh sorry well glad youre close,neutral,0,0,1
cde74aef92,dont think neti pot working,negative,0,1,0
3746fe8192,7pm early dats 4pm time,neutral,0,0,1
f77d30ca96,demi think itd amazing covered thats get paramore haha im sure know,neutral,0,0,1
0a887ad3bc,broken,negative,0,1,0
1c943682ec,jordie little bit,neutral,0,0,1
9485357290,lonely,negative,0,1,0
722fb5bb55,realy cant sleep,negative,0,1,0
ddd01f10c1,super keen drive home rain additional concentration required dont really wanna deal,neutral,0,0,1
dda9ee70ed,14mph winds,neutral,0,0,1
f26e00d396,bad,negative,0,1,0
8d7fa41ea9,actually really liked merlin last night parts bit eh part chick singing like whoa,positive,1,0,0
b5d0afccb2,enjoying sunshine park friends pale shirtless footballers attractive im afraid,neutral,0,0,1
5ea2756596,bought little plastic personal wine bottles jewel perfect rooftop boozin wish didnt wait long,neutral,0,0,1
9a718addd2,nice pre mothers day dinner,positive,1,0,0
a33666c3b3,happy,positive,1,0,0
f4abf9a57c,think okay math test today really really really hope didnt swear get mad myslef,neutral,0,0,1
47bb6390b3,remember drink plenty fluids buwieser dose count,neutral,0,0,1
b9bcb229b5,lenos last show tonight,neutral,0,0,1
e82b918d39,meetings right afternoon started fill,neutral,0,0,1
066a730dbc,barely,negative,0,1,0
947c90e625,yeah ecpm going badly hope things improve,neutral,0,0,1
842953e8a8,sad,negative,0,1,0
5c19fb5069,top,positive,1,0,0
e0f46e39c0,good,positive,1,0,0
80e9ce3e2d,doesnt make sense,negative,0,1,0
35987ef851,got deadline meet,negative,0,1,0
266f192a24,best lol,positive,1,0,0
74d3120b7f,yay proud im even sarcastic even though told shut,neutral,0,0,1
c5aa5c0980,actually love itit nasty lol,neutral,0,0,1
f4f2d57a7f,missed,negative,0,1,0
f49443a4a0,im kinda pissed,negative,0,1,0
67e286c790,thought would win,negative,0,1,0
2231fb3466,totally broke right wait till monday get paid though boohoo,neutral,0,0,1
78b7479984,thanks saving money,positive,1,0,0
450bd903de,wishing things different,neutral,0,0,1
9cea7b2928,happy monday tweeples hope wasnt hard get bed back gear,neutral,0,0,1
c8a6bb2681,kind hard,negative,0,1,0
6579c57fc8,book bloggers panel listed anywhere program tomorrow 2pm room 1e15 bea09,neutral,0,0,1
7b04cd0f6e,looks yummy,positive,1,0,0
f3a526931d,goodb,positive,1,0,0
034e6cb11f,laiter already discussed today yeaaaaaah,neutral,0,0,1
a3710e95cc,thanks,positive,1,0,0
98faaeeb94,pretty satisfied thank much,positive,1,0,0
5b32e78903,elrumi english half conversation english anyway fii mushkila maa al modem wa al router,neutral,0,0,1
5f41f3ce86,true fan,positive,1,0,0
e85af5bacd,sick,negative,0,1,0
c962696af2,burned ohh xoxo,negative,0,1,0
3459100496,wrong,negative,0,1,0
f8a09628a8,garbage,negative,0,1,0
0cf50d7da6,morning everyone another dat school,neutral,0,0,1
e58a12594f,someone work today told took real age test would tell im 45,neutral,0,0,1
8ea767a75b,im eating eggwhites right pan,neutral,0,0,1
14c079cd77,aaahhh showers great,positive,1,0,0
3c39aa2a41,last ever uk tour x,neutral,0,0,1
4bf221814c,sa,negative,0,1,0
36e7fc7af1,better,negative,0,1,0
5dfae5c7cc,man,negative,0,1,0
e41986b2d9,missing someone,negative,0,1,0
5a155e7fe6,cant seem sleep,negative,0,1,0
88bc831803,aw frank like movie cool dont fully understand think thats cool,neutral,0,0,1
f5170f90f7,hair grow back,neutral,0,0,1
a3e2b9ffd2,waah longer peeps,neutral,0,0,1
a28a3e7b86,dont need education,neutral,0,0,1
e94926851b,file seduced sweetie,neutral,0,0,1
bf6271be1d,great,positive,1,0,0
9a0841af8a,sky man quite friendlyand likes joey still annoyed got woke half eight though,neutral,0,0,1
a4ca62632d,awesome,positive,1,0,0
8bf326b4b1,summers fun,positive,1,0,0
beec54f5a1,lmfao,positive,1,0,0
472e1fc800,miss,negative,0,1,0
5d60a0e77e,maaaaannnn holidayzzzzz,neutral,0,0,1
fd8e3ede29,happen maids quit,neutral,0,0,1
a7043a40d3,sucked,negative,0,1,0
2302dea5a0,watching ace cakes suwweeeeet use alot fondont howeva ya spell,neutral,0,0,1
5b24fe0ea6,anyone else go train tripping national train day leave comment adventures site,neutral,0,0,1
2f6dcb7cd8,great,positive,1,0,0
7036f5129c,tried td battled cs3 processor nambu really good unintuitive,neutral,0,0,1
62e9f77c8a,im church nowbout od smoothie bc might melted come back,neutral,0,0,1
be4bf08fd6,awesome,positive,1,0,0
05f8b149b4,amazing,positive,1,0,0
24ad5b316e,killed ba,negative,0,1,0
ccad855a31,need haircut able pull hair ponytail,neutral,0,0,1
5d80bf1e55,bad,neutral,0,0,1
466d541edb,tried replying mono lake tweet dunno happened said know lake well,neutral,0,0,1
59958ba890,know hd comcast doesnt,neutral,0,0,1
35077e3bfc,eyes wide shut one weirder movies ive seen any1 wanna sell their45 sleep apt,neutral,0,0,1
74f9de64b1,people r weird,negative,0,1,0
